-4.298864599785217483e-03 -1.268136099908790185e-02 5.940850608445903268e-06 1.764105372545211664e-03 -1.753809058957709124e-02 1.283596147958407929e-01 1.000306206363387629e+00 4.407962242396622383e-03 5.278611335376332285e-04 -5.681528614181926136e-05 1.417417928774070699e-03 1.999413873375714863e-03 -2.453957021274091529e-02 -2.577645861173872912e-06 7.714108992435048107e-03 -2.175777957223607347e-06
1.000305936837620369e+00 1.388346674293285399e-01 5.851919250237393871e-03 3.182482782675618584e-05 5.647923345850794190e-03 -5.698439343833132387e-02 -4.298864599785217483e-03 3.171935516964824106e-03 2.331053791433118508e-04 2.168019883152086380e-03 2.487937640909698364e-02 -1.213929119319339983e-04 6.585531669369524155e-04 2.487477628669811439e-02 3.372277489369952677e-04 6.949126241700336742e-03
1.388344535568025173e-01 1.000302091300912632e+00 1.763210059986531448e-03 1.686615734139861131e-03 3.965257017231145487e-02 -2.854710062456899955e-02 -1.268069937044376434e-02 8.172426491872826319e-05 1.510129044387548028e-04 5.204012867134713560e-02 5.707762740775730592e-02 -1.231123045187387799e-02 1.272935023813760169e-01 2.288285349787421395e-03 -4.154140862910555361e-04 -5.664204768366199397e-08
6.587824984576202405e-04 1.272918884134740802e-01 -9.546380409183971572e-03 -3.295466954040103687e-05 4.059801518473418747e-02 -3.878234299466398662e-03 -2.454410992165887914e-02 -1.191131172284596966e-02 -2.615828539138580298e-04 1.212194004636788294e-02 -1.119153499955012241e-05 -8.937829780632390586e-02 1.000298959355023332e+00 -2.850133317628212107e-02 -3.724556017986902640e-02 -4.568660859631124525e-03
5.648175491976248873e-03 3.965091627337710006e-02 -2.579663800408550298e-02 -3.795908208100769003e-03 1.000305955584828821e+00 -5.946829382866595463e-05 -1.753833618773013858e-02 -2.016360927183409590e-02 -6.802470000739761248e-04 9.271251016263163823e-05 1.900757642396029264e-03 -2.511364044907716253e-01 4.059368223038168494e-02 -2.649993978799564196e-03 -5.567473838654071402e-03 1.035418155777310945e-03
2.487477628669811439e-02 2.288109975521167294e-03 7.333185213590227847e-02 7.390852970352119675e-03 -2.649987606272024687e-03 -1.049121702113307332e-02 -2.577645861173874183e-06 1.911557592469366462e-02 5.170672061473520140e-03 2.777608756692774399e-03 2.105514966685274880e-02 4.718488502131858858e-02 -2.850301224051887683e-02 1.000306077361114321e+00 4.914710801936733597e-02 3.478011842733028797e-03
-1.213882658706579248e-04 -1.230995714474470044e-02 6.576604599508591165e-02 1.082326101823961537e-02 -2.511357984592539894e-01 -1.273130868344439677e-02 1.999267460805584113e-03 6.797239085205271369e-02 7.879098337401777702e-03 6.502710733314918894e-07 1.073913321653925191e-03 1.000306137659012107e+00 -8.937806090164499007e-02 4.718495059061956348e-02 4.413612680901354141e-02 3.077784626962472919e-11
-5.698459880486492213e-02 -2.854620563001351863e-02 -4.414568090973915691e-03 -3.169245335143628728e-05 -5.945198188808175022e-05 1.000305616438803114e+00 1.283600412723225614e-01 -5.840460606191457283e-04 -1.729667242976121725e-05 -1.833085070535231658e-03 -1.012270673284731796e-03 -1.273139409585707579e-02 -3.875098317012098861e-03 -1.049154017133048337e-02 -2.531438718503883036e-05 -5.332763524746075064e-04
2.487937640909698364e-02 5.706710959329130972e-02 3.442846153017617428e-02 1.302071719570844013e-02 1.900655743605246832e-03 -1.012263760821478743e-03 1.417417928774070699e-03 4.172238388065099141e-02 7.374558399283261644e-03 2.830072148467483242e-02 1.000306141579413444e+00 1.073919494493613160e-03 -1.118782805877041351e-05 2.105514966685274880e-02 1.668818003827638591e-02 5.072672960004571789e-03
5.851747585688572319e-03 1.762869871750234090e-03 1.000296382803393280e+00 8.370943437576485943e-03 -2.579329830784651834e-02 -4.421441507597032028e-03 5.865105809228926931e-06 2.227993416716942190e-02 7.277873248593330624e-02 4.244471510381206576e-03 3.442517557380433274e-02 6.577630448526830542e-02 -9.547668101888453010e-03 7.334363476544891736e-02 1.822487695379026301e-02 6.501248662378325202e-03
